referrer,views_total,views_unique
github.com,714,71
Google,230,53
superduperdb.com,227,57
t.co,115,68
linkedin.com,63,39
mail.google.com,42,1
join.com,36,7
news.ycombinator.com,34,27
devrelcareers.com,31,2
away.vk.com,29,10
