referrer,views_total,views_unique
github.com,787,49
superduperdb.com,645,66
Google,331,75
linkedin.com,54,30
wellfound.com,30,5
join.com,28,7
mail.google.com,27,6
com.linkedin.android,22,9
dynamitejobs.com,18,11
com.google.android.gm,17,5
