referrer,views_total,views_unique
github.com,877,23
Google,215,43
superduperdb.com,121,30
join.com,44,7
staging.d3rw8vtufdccov.amplifyapp.com,36,6
com.google.android.gm,35,1
linkedin.com,9,5
superduperdb.github.io,4,2
l.facebook.com,2,2
mail.google.com,1,1
