referrer,views_total,views_unique
github.com,419,35
Google,217,40
superduperdb.com,123,36
linkedin.com,109,55
com.linkedin.android,33,18
join.com,29,19
com.google.android.gm,14,2
main.d2l77gn2mgt8ek.amplifyapp.com,8,4
m.facebook.com,7,1
mail.google.com,4,3
