referrer,views_total,views_unique
github.com,450,33
Google,217,40
linkedin.com,113,57
superduperdb.com,113,40
com.linkedin.android,37,20
join.com,29,19
com.google.android.gm,13,3
main.d2l77gn2mgt8ek.amplifyapp.com,8,4
m.facebook.com,7,1
mail.google.com,3,2
