referrer,views_total,views_unique
github.com,796,58
superduperdb.com,669,67
Google,344,76
linkedin.com,63,31
wellfound.com,34,7
dynamitejobs.com,31,13
com.linkedin.android,28,13
mail.google.com,28,7
join.com,27,7
com.google.android.gm,27,5
