referrer,views_total,views_unique
github.com,770,72
superduperdb.com,226,57
Google,224,55
t.co,114,69
linkedin.com,81,44
join.com,41,7
news.ycombinator.com,34,27
devrelcareers.com,31,2
away.vk.com,29,10
mongodb.com,24,4
