time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-25 00:00:00+00:00,72,7,489,24
2023-08-26 00:00:00+00:00,19,7,255,17
2023-08-27 00:00:00+00:00,99,7,354,15
2023-08-28 00:00:00+00:00,104,8,692,29
2023-08-29 00:00:00+00:00,136,5,663,36
2023-08-30 00:00:00+00:00,81,5,532,40
2023-08-31 00:00:00+00:00,154,8,378,25
2023-09-01 00:00:00+00:00,39,8,393,24
2023-09-02 00:00:00+00:00,38,6,318,13
2023-09-03 00:00:00+00:00,17,5,107,7
2023-09-04 00:00:00+00:00,277,14,732,26
2023-09-05 00:00:00+00:00,102,6,501,27
2023-09-06 00:00:00+00:00,97,9,430,26
2023-09-07 00:00:00+00:00,171,11,601,27
