referrer,views_total,views_unique
github.com,742,55
superduperdb.com,688,70
Google,324,73
linkedin.com,62,31
wellfound.com,32,5
dynamitejobs.com,31,13
com.linkedin.android,28,13
join.com,27,7
mail.google.com,27,6
com.google.android.gm,25,5
