referrer,views_total,views_unique
github.com,751,29
superduperdb.com,317,41
Google,270,44
join.com,44,10
com.google.android.gm,43,3
linkedin.com,15,11
staging.d3rw8vtufdccov.amplifyapp.com,4,2
mail.google.com,3,3
DuckDuckGo,2,2
com.linkedin.android,1,1
