referrer,views_total,views_unique
github.com,812,37
Google,301,53
linkedin.com,114,58
superduperdb.com,53,30
join.com,48,14
com.linkedin.android,37,20
staging.d3rw8vtufdccov.amplifyapp.com,33,6
com.google.android.gm,13,3
m.facebook.com,7,1
superduperdb.github.io,4,2
