referrer,views_total,views_unique
github.com,364,33
Google,197,31
superduperdb.com,117,34
linkedin.com,101,47
join.com,28,18
com.linkedin.android,27,14
com.google.android.gm,14,2
main.d2l77gn2mgt8ek.amplifyapp.com,8,4
m.facebook.com,7,1
mail.google.com,4,3
