referrer,views_total,views_unique
github.com,431,54
superduperdb.com,321,69
Google,197,43
t.co,101,55
mail.google.com,64,2
medium.com,60,1
devrelcareers.com,33,2
join.com,20,4
dev.to,16,12
linkedin.com,13,10
