url_path,views_total,views_unique
/SuperDuperDB/superduperdb,1767,789
/SuperDuperDB/superduperdb/issues,483,42
/SuperDuperDB/superduperdb/pulls,352,21
/SuperDuperDB/superduperdb/tree/main/superduperdb,128,26
/SuperDuperDB/superduperdb/tree/main/examples,94,23
/SuperDuperDB/superduperdb/pull/1204,70,5
/SuperDuperDB/superduperdb/stargazers,61,10
/SuperDuperDB/superduperdb/issues/1151,54,7
/SuperDuperDB/superduperdb/issues/1170,50,3
/SuperDuperDB/superduperdb/graphs/contributors,42,24
