referrer,views_total,views_unique
github.com,860,71
superduperdb.com,349,82
Google,240,71
linkedin.com,105,63
t.co,94,53
com.google.android.gm,53,2
join.com,39,8
news.ycombinator.com,33,27
away.vk.com,29,10
mongodb.com,26,6
