url_path,views_total,views_unique
/SuperDuperDB/superduperdb,1329,382
/SuperDuperDB/superduperdb/pulls,625,13
/SuperDuperDB/superduperdb/issues,286,25
/SuperDuperDB/superduperdb/tree/main/examples,152,21
/SuperDuperDB/superduperdb/tree/main/superduperdb,106,14
/SuperDuperDB/superduperdb/pull/1270,87,4
/SuperDuperDB/superduperdb/actions,83,5
/SuperDuperDB/superduperdb/commits/main,74,9
/SuperDuperDB/superduperdb/tree/main/superduperdb/base,62,7
/SuperDuperDB/superduperdb/pull/1427,51,5
