referrer,views_total,views_unique
github.com,793,24
Google,228,45
superduperdb.com,131,33
join.com,62,7
com.google.android.gm,36,1
staging.d3rw8vtufdccov.amplifyapp.com,32,6
linkedin.com,9,5
superduperdb.github.io,4,2
l.facebook.com,2,2
mail.google.com,1,1
