referrer,views_total,views_unique
github.com,481,25
Google,172,27
superduperdb.com,72,25
com.google.android.gm,19,1
pypi.org,16,1
linkedin.com,12,2
join.com,11,9
wellfound.com,2,2
visgl.github.io,2,1
ecosia.org,1,1
