referrer,views_total,views_unique
github.com,683,51
superduperdb.com,626,68
Google,326,73
linkedin.com,61,32
wellfound.com,32,5
dynamitejobs.com,31,13
com.linkedin.android,29,14
join.com,27,7
mail.google.com,27,6
com.google.android.gm,25,5
