time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-01 00:00:00+00:00,96,6,849.0,81.0
2023-11-02 00:00:00+00:00,71,11,676.0,154.0
2023-11-03 00:00:00+00:00,44,8,908.0,95.0
2023-11-04 00:00:00+00:00,23,8,259.0,52.0
2023-11-05 00:00:00+00:00,11,6,155.0,36.0
2023-11-06 00:00:00+00:00,43,13,716.0,157.0
2023-11-07 00:00:00+00:00,109,9,1763.0,116.0
2023-11-08 00:00:00+00:00,50,12,941.0,89.0
2023-11-09 00:00:00+00:00,69,6,668.0,64.0
2023-11-10 00:00:00+00:00,88,7,786.0,56.0
2023-11-11 00:00:00+00:00,22,9,360.0,70.0
2023-11-12 00:00:00+00:00,6,3,166.0,48.0
2023-11-13 00:00:00+00:00,56,7,595.0,54.0
2023-11-14 00:00:00+00:00,41,5,684.0,47.0
2023-11-15 00:00:00+00:00,12,1,,
