referrer,views_total,views_unique
github.com,883,28
Google,275,64
superduperdb.com,85,39
join.com,35,9
staging.d3rw8vtufdccov.amplifyapp.com,35,6
linkedin.com,17,15
com.linkedin.android,10,6
superduperdb.github.io,6,3
Bing,4,1
l.facebook.com,2,2
