referrer,views_total,views_unique
github.com,484,35
Google,291,48
superduperdb.com,119,41
linkedin.com,113,57
com.linkedin.android,37,20
join.com,33,21
com.google.android.gm,13,3
main.d2l77gn2mgt8ek.amplifyapp.com,8,4
m.facebook.com,7,1
Bing,4,1
