time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-18 00:00:00+00:00,55,8,730,156
2023-10-19 00:00:00+00:00,76,8,400,39
2023-10-20 00:00:00+00:00,38,4,282,43
2023-10-21 00:00:00+00:00,16,2,146,21
2023-10-22 00:00:00+00:00,17,3,208,17
2023-10-23 00:00:00+00:00,62,6,283,35
2023-10-24 00:00:00+00:00,61,5,270,44
2023-10-25 00:00:00+00:00,74,6,560,72
2023-10-26 00:00:00+00:00,42,11,711,70
2023-10-27 00:00:00+00:00,58,6,857,76
2023-10-28 00:00:00+00:00,17,6,322,112
2023-10-29 00:00:00+00:00,23,7,730,239
2023-10-30 00:00:00+00:00,101,7,1152,144
2023-10-31 00:00:00+00:00,107,6,768,95
