referrer,views_total,views_unique
github.com,798,30
Google,527,54
superduperdb.com,359,67
join.com,66,21
linkedin.com,44,29
com.google.android.gm,12,3
facebook.com,8,7
wellfound.com,7,5
mail.google.com,5,2
com.linkedin.android,4,4
