referrer,views_total,views_unique
github.com,806,31
Google,361,49
superduperdb.com,360,52
join.com,67,13
linkedin.com,42,26
com.google.android.gm,16,3
staging.d3rw8vtufdccov.amplifyapp.com,4,2
mail.google.com,3,3
com.linkedin.android,3,3
DuckDuckGo,2,2
