referrer,views_total,views_unique
github.com,766,30
Google,237,41
superduperdb.com,209,35
com.google.android.gm,43,3
join.com,42,8
linkedin.com,10,5
staging.d3rw8vtufdccov.amplifyapp.com,4,2
mail.google.com,3,3
DuckDuckGo,2,2
