referrer,views_total,views_unique
github.com,781,30
Google,506,53
superduperdb.com,343,57
join.com,54,13
linkedin.com,42,29
com.google.android.gm,10,3
com.linkedin.android,4,4
notebooks.githubusercontent.com,4,1
t.co,3,2
medium.com,2,2
