referrer,views_total,views_unique
github.com,795,70
superduperdb.com,245,65
Google,236,61
t.co,115,71
linkedin.com,93,53
com.google.android.gm,44,1
join.com,40,7
news.ycombinator.com,34,27
away.vk.com,29,10
mongodb.com,25,5
