referrer,views_total,views_unique
github.com,747,67
superduperdb.com,481,89
Google,285,72
linkedin.com,279,181
t.co,116,85
com.linkedin.android,85,49
news.ycombinator.com,73,57
com.google.android.gm,50,2
join.com,39,10
away.vk.com,29,10
