url_path,views_total,views_unique
/SuperDuperDB/superduperdb,1356,462
/SuperDuperDB/superduperdb/pulls,352,23
/SuperDuperDB/superduperdb/issues,308,43
/SuperDuperDB/superduperdb/tree/main/superduperdb,170,23
/SuperDuperDB/superduperdb/tree/main/docs,100,10
/SuperDuperDB/superduperdb/stargazers,98,11
/SuperDuperDB/superduperdb/issues/983,70,12
/SuperDuperDB/superduperdb/tree/main/superduperdb/db,60,12
/SuperDuperDB/superduperdb/pull/1000,50,5
/SuperDuperDB/superduperdb/pull/1006,50,4
