referrer,views_total,views_unique
github.com,428,35
Google,213,41
superduperdb.com,115,38
linkedin.com,111,56
com.linkedin.android,36,19
join.com,30,20
com.google.android.gm,15,3
main.d2l77gn2mgt8ek.amplifyapp.com,8,4
m.facebook.com,7,1
mail.google.com,4,3
