referrer,views_total,views_unique
github.com,579,53
Google,473,54
superduperdb.com,258,56
linkedin.com,90,63
com.linkedin.android,48,25
join.com,38,17
DuckDuckGo,35,1
com.google.android.gm,24,5
l.facebook.com,10,9
pypi.org,10,1
