referrer,views_total,views_unique
github.com,817,72
superduperdb.com,484,91
Google,297,76
linkedin.com,255,168
t.co,109,80
com.linkedin.android,81,46
news.ycombinator.com,56,42
com.google.android.gm,53,2
join.com,40,10
away.vk.com,29,10
