time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-26 00:00:00+00:00,34,9,663.0,62.0
2023-10-27 00:00:00+00:00,58,6,857.0,76.0
2023-10-28 00:00:00+00:00,17,6,322.0,112.0
2023-10-29 00:00:00+00:00,23,7,730.0,239.0
2023-10-30 00:00:00+00:00,101,7,1152.0,144.0
2023-10-31 00:00:00+00:00,107,6,768.0,95.0
2023-11-01 00:00:00+00:00,102,7,851.0,83.0
2023-11-02 00:00:00+00:00,71,11,676.0,154.0
2023-11-03 00:00:00+00:00,44,8,908.0,95.0
2023-11-04 00:00:00+00:00,23,8,259.0,52.0
2023-11-05 00:00:00+00:00,11,6,155.0,36.0
2023-11-06 00:00:00+00:00,43,13,716.0,157.0
2023-11-07 00:00:00+00:00,109,9,1763.0,116.0
2023-11-08 00:00:00+00:00,50,12,941.0,89.0
2023-11-09 00:00:00+00:00,9,2,,
