referrer,views_total,views_unique
github.com,661,28
Google,224,37
superduperdb.com,181,33
com.google.android.gm,43,3
join.com,42,8
linkedin.com,8,4
staging.d3rw8vtufdccov.amplifyapp.com,5,2
mail.google.com,3,3
DuckDuckGo,1,1
pypi.org,1,1
