referrer,views_total,views_unique
github.com,667,39
Google,301,52
linkedin.com,114,58
superduperdb.com,99,37
join.com,52,18
com.linkedin.android,37,20
staging.d3rw8vtufdccov.amplifyapp.com,22,4
com.google.android.gm,13,3
main.d2l77gn2mgt8ek.amplifyapp.com,7,3
m.facebook.com,7,1
