referrer,views_total,views_unique
news.ycombinator.com,1123,787
github.com,797,100
superduperdb.com,745,220
bleqq.r.a.d.sendibm1.com,332,245
Google,330,128
producthunt.com,299,204
linkedin.com,166,104
t.co,53,42
com.google.android.gm,50,21
dev.to,49,33
