referrer,views_total,views_unique
github.com,627,38
superduperdb.com,556,55
Google,296,66
bleqq.r.a.d.sendibm1.com,119,115
linkedin.com,37,25
mail.google.com,28,7
com.linkedin.android,23,10
com.google.android.gm,23,5
join.com,22,5
search.brave.com,14,2
