referrer,views_total,views_unique
github.com,317,29
Google,197,30
superduperdb.com,112,30
join.com,28,18
com.google.android.gm,9,2
main.d2l77gn2mgt8ek.amplifyapp.com,8,4
m.facebook.com,7,1
linkedin.com,5,1
mail.google.com,4,3
wellfound.com,3,3
