referrer,views_total,views_unique
github.com,785,24
Google,247,55
superduperdb.com,85,36
staging.d3rw8vtufdccov.amplifyapp.com,35,6
join.com,34,8
com.google.android.gm,24,2
linkedin.com,9,7
superduperdb.github.io,6,3
com.linkedin.android,4,2
Bing,4,1
