referrer,views_total,views_unique
github.com,851,35
Google,323,59
linkedin.com,114,58
superduperdb.com,84,35
join.com,47,13
com.linkedin.android,37,20
staging.d3rw8vtufdccov.amplifyapp.com,34,6
com.google.android.gm,12,2
m.facebook.com,7,1
superduperdb.github.io,5,3
