referrer,views_total,views_unique
github.com,708,42
superduperdb.com,571,56
Google,308,61
linkedin.com,37,27
wellfound.com,28,3
mail.google.com,27,6
com.linkedin.android,22,9
join.com,21,5
com.google.android.gm,17,5
dynamitejobs.com,16,9
