referrer,views_total,views_unique
github.com,874,31
Google,319,63
linkedin.com,115,59
superduperdb.com,89,38
com.linkedin.android,37,20
join.com,35,9
staging.d3rw8vtufdccov.amplifyapp.com,34,6
com.google.android.gm,12,2
superduperdb.github.io,7,3
Bing,4,1
