referrer,views_total,views_unique
github.com,610,55
Google,453,49
superduperdb.com,312,53
linkedin.com,51,36
join.com,37,16
com.linkedin.android,34,15
DuckDuckGo,33,2
com.google.android.gm,20,5
l.facebook.com,10,9
pypi.org,10,1
