referrer,views_total,views_unique
github.com,732,29
superduperdb.com,359,51
Google,301,46
join.com,77,11
linkedin.com,39,26
com.google.android.gm,8,3
com.linkedin.android,3,3
mail.google.com,3,3
DuckDuckGo,2,2
medium.com,2,2
